INFO 2026-01-09 15:58:28,270 basehttp "GET /static/drf-yasg/swagger-ui-dist/favicon-32x32.png HTTP/1.1" 200 628
INFO 2026-01-09 15:58:37,736 basehttp "GET / HTTP/1.1" 200 1662
INFO 2026-01-09 15:58:38,162 basehttp "GET /?format=openapi HTTP/1.1" 200 6711
INFO 2026-01-09 15:58:40,100 basehttp "GET /admin HTTP/1.1" 301 0
INFO 2026-01-09 15:58:40,163 basehttp "GET /admin/ HTTP/1.1" 302 0
INFO 2026-01-09 15:58:40,406 basehttp "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4155
INFO 2026-01-09 15:58:40,466 basehttp "GET /static/admin/css/base.css HTTP/1.1" 200 21544
INFO 2026-01-09 15:58:40,494 basehttp "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 2682
INFO 2026-01-09 15:58:40,522 basehttp "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2810
INFO 2026-01-09 15:58:40,548 basehttp "GET /static/admin/css/login.css HTTP/1.1" 200 958
INFO 2026-01-09 15:58:40,571 basehttp "GET /static/admin/css/responsive.css HTTP/1.1" 200 17905
INFO 2026-01-09 15:58:40,624 basehttp "GET /static/admin/js/theme.js HTTP/1.1" 200 1943
INFO 2026-01-09 15:58:40,675 basehttp "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
WARNING 2026-01-09 15:58:40,739 log Not Found: /favicon.ico
WARNING 2026-01-09 15:58:40,742 basehttp "GET /favicon.ico HTTP/1.1" 404 2870
INFO 2026-01-09 15:58:49,850 basehttp "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2026-01-09 15:58:49,978 basehttp "GET /admin/ HTTP/1.1" 200 15034
INFO 2026-01-09 15:58:50,036 basehttp "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
INFO 2026-01-09 15:58:50,043 basehttp "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2026-01-09 15:58:50,061 basehttp "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2026-01-09 15:59:11,249 basehttp "GET /admin/core/organization/ HTTP/1.1" 200 14336
INFO 2026-01-09 15:59:11,306 basehttp "GET /static/admin/css/changelists.css HTTP/1.1" 200 6811
INFO 2026-01-09 15:59:11,360 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2026-01-09 15:59:11,395 basehttp "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
INFO 2026-01-09 15:59:11,453 basehttp "GET /static/admin/js/core.js HTTP/1.1" 200 6208
